ParticipantNumber;Task;SdfState;Repetition;TimeStamp;NumHits;TimeToCompleteTask;InstanteneousVelocityMag;InstanteneousVelocityX;InstanteneousVelocityY;InstanteneousVelocityZ;ClosestDistance
14;easyWire;0;2;4,750327;4;44,91307;0,5396221;-0,09069629;0,4288025;0,314793;0,9816473
14;easyWire;0;2;4,764155;4;44,91307;0,4694927;-0,1431417;-0,3328897;-0,2985269;0,9797527
14;easyWire;0;2;4,778429;4;44,91307;0,4694927;-0,1431417;-0,3328897;-0,2985269;0,9846736
14;easyWire;0;2;4,792253;4;44,91307;0,7502269;-0,3269345;0,1152266;-0,6653398;0,9935672
14;easyWire;0;2;4,806264;4;44,91307;0,5152238;-0,08858144;0,5065936;0,03117323;0,9984022
14;easyWire;0;2;4,820236;4;44,91307;0,4654915;-0,03235489;0,4296809;0,176096;0,997397
14;easyWire;0;2;4,83412;4;44,91307;0,4654915;-0,03235489;0,4296809;0,176096;0,9944971
14;easyWire;0;2;4,848007;4;44,91307;0,261793;-0,1747426;0,05532019;-0,1869231;0,9948756
14;easyWire;0;2;4,861759;4;44,91307;0,4202037;-0,1463719;0,295072;-0,2609193;0,9977081
14;easyWire;0;2;4,875957;4;44,91307;0,4202037;-0,1463719;0,295072;-0,2609193;1,001257
14;easyWire;0;2;4,889783;4;44,91307;0,4177307;-0,0185594;-0,2039772;0,3640711;0,998956
14;easyWire;0;2;4,903641;4;44,91307;0,1469609;-0,09153932;0,0191249;-0,113368;0,9959382
14;easyWire;0;2;4,917722;4;44,91307;0,1469609;-0,09153932;0,0191249;-0,113368;0,9976408
14;easyWire;0;2;4,931396;4;44,91307;1,38202;-0,08219481;1,328634;0,3714234;0,9927433
14;easyWire;0;2;4,945468;4;44,91307;0,6318038;-0,08272491;0,6263327;0,006315112;0,9888402
14;easyWire;0;2;4,959489;4;44,91307;0,6318038;-0,08272491;0,6263327;0,006315112;0,9885183
14;easyWire;0;2;4,973487;4;44,91307;0,7233717;-0,1005564;0,699284;0,1554251;0,9862905
14;easyWire;0;2;4,987222;4;44,91307;0,1084659;-0,02601221;0,07003574;0,07863343;0,9846922
14;easyWire;0;2;5,001146;4;44,91307;0,31994;-0,07000454;-0,2565299;-0,1779139;0,9839185
14;easyWire;0;2;5,01513;4;44,91307;0,31994;-0,07000454;-0,2565299;-0,1779139;0,9865907
14;easyWire;0;2;5,028742;4;44,91307;0,6484648;0,05283505;-0,6223198;0,1744509;0,9861618
14;easyWire;0;2;5,043005;4;44,91307;0,4725738;-0,02494156;-0,4711854;0,02623498;0,98444
14;easyWire;0;2;5,056735;4;44,91307;0,4725738;-0,02494156;-0,4711854;0,02623498;0,9844136
14;easyWire;0;2;5,071189;4;44,91307;0,5562271;0,09423383;-0,2325606;0,4964113;0,9788942
