ParticipantNumber;Task;SdfState;Repetition;TimeStamp;NumHits;TimeToCompleteTask;InstanteneousVelocityMag;InstanteneousVelocityX;InstanteneousVelocityY;InstanteneousVelocityZ;ClosestDistance
11;torus;1;4;3,684413;10;20,39777;0,3629569;0,08118749;0,2514541;-0,2488315;0,2457833
11;torus;1;4;3,698365;10;20,39777;0,3629569;0,08118749;0,2514541;-0,2488315;0,2368284
11;torus;1;4;3,712307;10;20,39777;0,2663179;0,02123713;0,2270088;-0,1376271;0,2324342
11;torus;1;4;3,726251;10;20,39777;0,2305595;-0,07348657;-0,1167387;0,1847416;0,2369605
11;torus;1;4;3,740339;10;20,39777;0,06545601;-0,03806353;0,03238469;0,04227161;0,2376006
11;torus;1;4;3,75437;10;20,39777;0,06545601;-0,03806353;0,03238469;0,04227161;0,2376006
11;torus;1;4;3,768089;10;20,39777;0,4307499;0,05123019;0,3492504;-0,2468705;0,2302211
11;torus;1;4;3,782048;10;20,39777;0,4381213;0,07600188;0,2838999;-0,3249228;0,221897
11;torus;1;4;3,795947;10;20,39777;0,4381213;0,07600188;0,2838999;-0,3249228;0,2251326
11;torus;1;4;3,80974;10;20,39777;0,6232313;0,1042902;0,5137593;-0,3370345;0,2160199
11;torus;1;4;3,824251;10;20,39777;0,301555;0,02388954;0,3006041;-0,001370907;0,2150557
11;torus;1;4;3,83761;10;20,39777;0,301555;0,02388954;0,3006041;-0,001370907;0,2150557
11;torus;1;4;3,851787;10;20,39777;0,7817401;-0,1290587;0,4714729;0,6100612;0,2237474
11;torus;1;4;3,865509;10;20,39777;0,6069584;-0,144729;0,208291;0,5514225;0,2334977
11;torus;1;4;3,879633;10;20,39777;0,6069584;-0,144729;0,208291;0,5514225;0,2334977
11;torus;1;4;3,893929;10;20,39777;0,05774725;-0,03759889;-0,01684055;0,04046559;0,2345234
11;torus;1;4;3,907374;10;20,39777;0,2889913;0,07204413;0,05229264;-0,2749383;0,2287679
11;torus;1;4;3,921374;10;20,39777;0,2037906;0,03589988;0,1463115;-0,1372397;0,2258993
11;torus;1;4;3,935413;10;20,39777;0,2037906;0,03589988;0,1463115;-0,1372397;0,2258993
11;torus;1;4;3,949134;10;20,39777;1,12472;0,2528548;0,7648379;-0,7849097;0,2099767
11;torus;1;4;3,963191;10;20,39777;0,3212388;0,0715673;0,1724571;-0,2614021;0,2075076
11;torus;1;4;3,977111;10;20,39777;0,3212388;0,0715673;0,1724571;-0,2614021;0,2075076
11;torus;1;4;3,991102;10;20,39777;0,6773062;-0,1023433;0,392103;0,5427013;0,2164363
11;torus;1;4;4,004962;10;20,39777;0,2071535;-0,03981419;0,1245558;0,1606651;0,2246387
11;torus;1;4;4,019077;10;20,39777;0,2071535;-0,03981419;0,1245558;0,1606651;0,2192006
11;torus;1;4;4,032882;10;20,39777;0,3247873;0,04304098;-0,002542138;-0,3219128;0,2129597
11;torus;1;4;4,047084;10;20,39777;0,8786327;0,1966298;0,5796582;-0,63034;0,1980168
11;torus;1;4;4,06075;10;20,39777;0,8228651;0,1806855;0,05738586;-0,8007288;0,1961925
11;torus;1;4;4,074764;10;20,39777;0,8228651;0,1806855;0,05738586;-0,8007288;0,1983401
11;torus;1;4;4,089053;10;20,39777;0,5549889;0,09029861;0,5136364;-0,189833;0,1920215
11;torus;1;4;4,10243;10;20,39777;0,1683199;-0,02740358;0,1102619;0,1241892;0,1961198
11;torus;1;4;4,116442;10;20,39777;0,1683199;-0,02740358;0,1102619;0,1241892;0,1961198
11;torus;1;4;4,13035;10;20,39777;0,2020794;-0,0686435;-0,0609606;0,1800221;0,2001496
11;torus;1;4;4,144665;10;20,39777;0,04279274;-0,001380782;0,0417093;-0,009468216;0,1861312
11;torus;1;4;4,158199;10;20,39777;0,04279274;-0,001380782;0,0417093;-0,009468216;0,1861312
11;torus;1;4;4,172163;10;20,39777;0,40921;0,08113829;0,2188177;-0,3361372;0,1796506
11;torus;1;4;4,186504;10;20,39777;0,449084;0,09353363;0,09822402;-0,4281121;0,189629
11;torus;1;4;4,200236;10;20,39777;0,3913329;0,08235317;0,3029389;-0,2336395;0,1833638
11;torus;1;4;4,2144;10;20,39777;0,3913329;0,08235317;0,3029389;-0,2336395;0,169667
11;torus;1;4;4,228009;10;20,39777;0,1051582;-0,02940203;0,007395986;0,100693;0,1717617
11;torus;1;4;4,241877;10;20,39777;0,03412127;-0,01946341;0,01017376;0,02611381;0,1753008
11;torus;1;4;4,255699;10;20,39777;0,03412127;-0,01946341;0,01017376;0,02611381;0,1753008
11;torus;1;4;4,269892;10;20,39777;0,3110791;-0,05994275;0,2137999;0,2178686;0,1799663
11;torus;1;4;4,283647;10;20,39777;0,2514943;-0,06729053;0,08000628;0,2287365;0,1825534
11;torus;1;4;4,29769;10;20,39777;0,2514943;-0,06729053;0,08000628;0,2287365;0,1821449
11;torus;1;4;4,311481;10;20,39777;0,3072775;-0,06565654;0,1946978;0,2284764;0,1868644
11;torus;1;4;4,325469;10;20,39777;0,01257243;-0,01112087;0,005313109;0,002482547;0,1863638
11;torus;1;4;4,339771;10;20,39777;0,01257243;-0,01112087;0,005313109;0,002482547;0,1863638
11;torus;1;4;4,353382;10;20,39777;0,08456061;-0,001489078;-0,02001873;-0,08214335;0,1847558
11;torus;1;4;4,367394;10;20,39777;0,09555539;-0,01932928;0,08519331;0,03872095;0,1858545
11;torus;1;4;4,381128;10;20,39777;0,1770878;-0,02805704;0,1303794;0,116508;0,1886342
11;torus;1;4;4,395144;10;20,39777;0,1770878;-0,02805704;0,1303794;0,116508;0,1872365
11;torus;1;4;4,409132;10;20,39777;0,09700052;-0,02666479;0,0464876;0,08085167;0,1890345
11;torus;1;4;4,422949;10;20,39777;0,0660909;-0,005581669;0,06273136;0,02004067;0,1895988
11;torus;1;4;4,436972;10;20,39777;0,0660909;-0,005581669;0,06273136;0,02004067;0,1895988
11;torus;1;4;4,451312;10;20,39777;0,09929331;0,01132818;0,07302578;-0,06631795;0,188461
11;torus;1;4;4,464983;10;20,39777;0,1411146;0,02258602;0,01668253;-0,1382927;0,1857521
11;torus;1;4;4,479017;10;20,39777;0,1411146;0,02258602;0,01668253;-0,1382927;0,1857521
11;torus;1;4;4,492627;10;20,39777;0,1177869;0,01790916;0,09052662;-0,07319802;0,184518
11;torus;1;4;4,506513;10;20,39777;0,07803968;-0,005378906;0,0735422;0,02555005;0,1852535
11;torus;1;4;4,520617;10;20,39777;0,009460689;-0,006677379;0,003208563;0,005884077;0,1854128
11;torus;1;4;4,534763;10;20,39777;0,009460689;-0,006677379;0,003208563;0,005884077;0,1854128
11;torus;1;4;4,548491;10;20,39777;0,1708928;0,0199788;0,104844;-0,1334651;0,1831149
11;torus;1;4;4,562192;10;20,39777;0,09194566;0,007548795;0,05067553;-0,07634796;0,1787075
11;torus;1;4;4,57658;10;20,39777;0,09194566;0,007548795;0,05067553;-0,07634796;0,1724263
11;torus;1;4;4,590224;10;20,39777;0,1769286;-0,002442845;0,1765644;-0,01108069;0,1729189
11;torus;1;4;4,60427;10;20,39777;0,08954425;-0,01281158;0,08634441;0,01996698;0,1737277
11;torus;1;4;4,61793;10;20,39777;0,08954425;-0,01281158;0,08634441;0,01996698;0,1737277
11;torus;1;4;4,632098;10;20,39777;0,3133756;-0,04281887;0,2614283;0,1674097;0,1782634
