ParticipantNumber;Task;SdfState;Repetition;TimeStamp;NumHits;TimeToCompleteTask;InstanteneousVelocityMag;InstanteneousVelocityX;InstanteneousVelocityY;InstanteneousVelocityZ;ClosestDistance
16;torus;1;4;5,289695;5;22,59661;0,4818256;0,1764774;0,0863567;-0,4399478;0,247992
16;torus;1;4;5,303927;5;22,59661;0,09529252;0,01822114;0,02367347;-0,09048879;0,2464915
16;torus;1;4;5,317489;5;22,59661;0,09529252;0,01822114;0,02367347;-0,09048879;0,2464915
16;torus;1;4;5,331437;5;22,59661;0,1691598;-0,00962615;0,1435511;-0,08896887;0,2443402
16;torus;1;4;5,345437;5;22,59661;0,03689218;-0,03017187;-0,01516789;-0,01485348;0,2379517
16;torus;1;4;5,359451;5;22,59661;0,03689218;-0,03017187;-0,01516789;-0,01485348;0,2379517
16;torus;1;4;5,373176;5;22,59661;0,4067929;0,1348555;0,1296654;-0,361222;0,2332352
16;torus;1;4;5,387125;5;22,59661;0,352381;0,1264513;0,1447015;-0,2953708;0,238109
16;torus;1;4;5,401473;5;22,59661;0,3091074;0,1006722;0,1981653;-0,2148092;0,2382585
16;torus;1;4;5,415031;5;22,59661;0,3091074;0,1006722;0,1981653;-0,2148092;0,2382585
16;torus;1;4;5,428924;5;22,59661;0,09485608;-0,03490448;0,08730367;0,01254678;0,2377731
16;torus;1;4;5,442857;5;22,59661;0,05950979;-0,04500747;0,01321509;0,03662109;0,237943
16;torus;1;4;5,457137;5;22,59661;0,05950979;-0,04500747;0,01321509;0,03662109;0,237943
16;torus;1;4;5,470939;5;22,59661;0,1644423;-0,1163185;0,01952201;0,1145869;0,2388193
16;torus;1;4;5,484694;5;22,59661;0,04020597;0,01506805;0,01276806;-0,03502071;0,2428609
16;torus;1;4;5,498514;5;22,59661;0,04020597;0,01506805;0,01276806;-0,03502071;0,2428609
16;torus;1;4;5,512642;5;22,59661;0,1910957;0,006812811;0,1663849;-0,09374022;0,240648
16;torus;1;4;5,526518;5;22,59661;0,08159941;0,005048513;0,05082265;-0,06363988;0,2283485
16;torus;1;4;5,540356;5;22,59661;0,06722715;0,009375811;0,0415355;-0,05202293;0,2273451
16;torus;1;4;5,554668;5;22,59661;0,06722715;0,009375811;0,0415355;-0,05202293;0,2273451
16;torus;1;4;5,568093;5;22,59661;0,1629628;-0,1015127;0,08874461;0,09152293;0,2275527
16;torus;1;4;5,582498;5;22,59661;0,1337646;-0,08497238;0,02630576;0,09990335;0,2283865
16;torus;1;4;5,595882;5;22,59661;0,1337646;-0,08497238;0,02630576;0,09990335;0,2283865
16;torus;1;4;5,610163;5;22,59661;0,1128522;0,04279017;-0,0176698;-0,1029193;0,2270778
16;torus;1;4;5,623888;5;22,59661;0,09115493;0,01310706;0,02993047;-0,08509755;0,2255933
16;torus;1;4;5,638155;5;22,59661;0,09115493;0,01310706;0,02993047;-0,08509755;0,2255933
16;torus;1;4;5,651706;5;22,59661;0,2875094;0,09702444;0,1465879;-0,2275079;0,2219278
16;torus;1;4;5,666065;5;22,59661;0,03331559;0,01171231;0,01876578;-0,02491176;0,2301051
16;torus;1;4;5,679626;5;22,59661;0,03331559;0,01171231;0,01876578;-0,02491176;0,2239796
16;torus;1;4;5,693346;5;22,59661;0,04411762;-0,01249421;-0,009643951;-0,04119773;0,2232202
16;torus;1;4;5,707381;5;22,59661;0,06633822;0,02743436;0,02061705;-0,05677194;0,2285058
16;torus;1;4;5,721508;5;22,59661;0,1329115;0,05093971;0,03789117;-0,1167685;0,2207442
16;torus;1;4;5,735297;5;22,59661;0,1329115;0,05093971;0,03789117;-0,1167685;0,2207442
16;torus;1;4;5,749362;5;22,59661;0,3662294;0,1243925;-0,06946255;-0,3373802;0,2167622
16;torus;1;4;5,763478;5;22,59661;0,2828653;0,1062014;-0,01797307;-0,261555;0,2144447
16;torus;1;4;5,777186;5;22,59661;0,2828653;0,1062014;-0,01797307;-0,261555;0,2144447
