ParticipantNumber;Task;SdfState;Repetition;TimeStamp;NumHits;TimeToCompleteTask;InstanteneousVelocityMag;InstanteneousVelocityX;InstanteneousVelocityY;InstanteneousVelocityZ;ClosestDistance
16;torus;1;1;7,321563;7;29,59918;0,05986432;0,01670718;0,007899851;-0,05694032;0,268096
16;torus;1;1;7,335638;7;29,59918;0,05986432;0,01670718;0,007899851;-0,05694032;0,268096
16;torus;1;1;7,34966;7;29,59918;0,1204756;0,01272559;0,1018979;-0,06300211;0,2667193
16;torus;1;1;7,363473;7;29,59918;0,07094634;0,0190258;0,01784712;-0,06597638;0,2656498
16;torus;1;1;7,377349;7;29,59918;0,07094634;0,0190258;0,01784712;-0,06597638;0,2722396
16;torus;1;1;7,391295;7;29,59918;0,2569712;0,07761121;0,03718585;-0,2421319;0,2672772
16;torus;1;1;7,405169;7;29,59918;0,06912281;0,02478361;0,03917813;-0,05127192;0,2653027
16;torus;1;1;7,419012;7;29,59918;0,06912281;0,02478361;0,03917813;-0,05127192;0,2653027
16;torus;1;1;7,433016;7;29,59918;0,1378278;0,03331304;0,1006745;-0,08804202;0,2635855
16;torus;1;1;7,446995;7;29,59918;0,08831231;0,02509952;0,05681813;-0,06277561;0,2624547
16;torus;1;1;7,460772;7;29,59918;0,05012821;0,01401305;0,00166446;-0,04810095;0,2617434
16;torus;1;1;7,474812;7;29,59918;0,05012821;0,01401305;0,00166446;-0,04810095;0,260781
16;torus;1;1;7,488696;7;29,59918;0,1395566;0,02219677;-0,07346049;-0,1165628;0,2592112
16;torus;1;1;7,502694;7;29,59918;0,1001703;0,03465414;0,0357613;-0,08691549;0,2589492
16;torus;1;1;7,516631;7;29,59918;0,1001703;0,03465414;0,0357613;-0,08691549;0,2589492
16;torus;1;1;7,530644;7;29,59918;0,218511;0,07573366;0,07211566;-0,1918614;0,2560348
16;torus;1;1;7,544366;7;29,59918;0,05561345;0,008887053;0,04623756;-0,02959669;0,2553953
16;torus;1;1;7,558339;7;29,59918;0,05561345;0,008887053;0,04623756;-0,02959669;0,2553953
16;torus;1;1;7,572251;7;29,59918;0,04836316;0,00692606;0,02272576;-0,04212558;0,2546382
16;torus;1;1;7,586123;7;29,59918;0,03168619;-0,0003874302;0,003506988;-0,03148913;0,2504008
16;torus;1;1;7,600091;7;29,59918;0,09226578;0,02500415;0,05749986;-0,06768703;0,2486191
16;torus;1;1;7,614016;7;29,59918;0,09226578;0,02500415;0,05749986;-0,06768703;0,2486191
16;torus;1;1;7,627969;7;29,59918;0,2327607;0,07557869;0,1604624;-0,1507223;0,2442742
16;torus;1;1;7,642321;7;29,59918;0,04495223;0,006335974;-0,0329487;-0,02991557;0,2451633
16;torus;1;1;7,655798;7;29,59918;0,04495223;0,006335974;-0,0329487;-0,02991557;0,2451633
16;torus;1;1;7,669815;7;29,59918;0,1368128;0,04047751;0,05706027;-0,1175731;0,2424281
16;torus;1;1;7,683668;7;29,59918;0,1216829;0,03447533;0,08319467;-0,0818342;0,2401139
16;torus;1;1;7,697584;7;29,59918;0,1216829;0,03447533;0,08319467;-0,0818342;0,2401139
16;torus;1;1;7,711467;7;29,59918;0,06110639;0,01606941;-0,01317412;-0,05746484;0,2391523
16;torus;1;1;7,72537;7;29,59918;0,07692715;0,02307892;-0,008072704;-0,0729382;0,237845
16;torus;1;1;7,73938;7;29,59918;0,07692715;0,02307892;-0,008072704;-0,0729382;0,237845
16;torus;1;1;7,753347;7;29,59918;0,1105807;0,03638268;0,01607984;-0,1031786;0,235738
16;torus;1;1;7,767308;7;29,59918;0,08764992;-0,01683235;-0,08594766;0,003489852;0,238704
16;torus;1;1;7,781101;7;29,59918;0,1062786;-0,02483433;-0,1033277;0,001336508;0,2397346
16;torus;1;1;7,795384;7;29,59918;0,1062786;-0,02483433;-0,1033277;0,001336508;0,2377339
16;torus;1;1;7,808907;7;29,59918;0,1262148;-0,05052383;-0,114569;0,01585782;0,2393224
16;torus;1;1;7,822766;7;29,59918;0,02914201;-0,0174582;-0,0219427;0,007936358;0,2446219
16;torus;1;1;7,836881;7;29,59918;0,02914201;-0,0174582;-0,0219427;0,007936358;0,2446219
16;torus;1;1;7,850765;7;29,59918;0,1326883;-0,08605123;-0,05973503;0,08144379;0,2454065
16;torus;1;1;7,864563;7;29,59918;0,02258358;-0,014323;-0,01743212;-0,0009953976;0,241008
16;torus;1;1;7,878483;7;29,59918;0,02258358;-0,014323;-0,01743212;-0,0009953976;0,241008
16;torus;1;1;7,892553;7;29,59918;0,1295055;0,0234127;0,007533282;-0,1271486;0,2386421
16;torus;1;1;7,9065;7;29,59918;0,05934453;0,00371933;-0,009206682;-0,05850792;0,2425378
16;torus;1;1;7,920396;7;29,59918;0,04517228;-0,02539158;-0,03636256;0,008577108;0,2426103
16;torus;1;1;7,934245;7;29,59918;0,04517228;-0,02539158;-0,03636256;0,008577108;0,2426103
16;torus;1;1;7,948158;7;29,59918;0,08801016;0,0005662441;0,05784854;-0,06632507;0,241225
16;torus;1;1;7,962156;7;29,59918;0,1156673;0,03343821;0,06234646;-0,09150803;0,2397416
16;torus;1;1;7,975964;7;29,59918;0,1156673;0,03343821;0,06234646;-0,09150803;0,234423
