ParticipantNumber;Task;SdfState;Repetition;TimeStamp;NumHits;TimeToCompleteTask;InstanteneousVelocityMag;InstanteneousVelocityX;InstanteneousVelocityY;InstanteneousVelocityZ;ClosestDistance
11;torus;1;1;4,384237;10;20,21617;0,1924395;0,02979636;0,0923425;-0,1661867;0,2496943
11;torus;1;1;4,3988;10;20,21617;0,1924395;0,02979636;0,0923425;-0,1661867;0,2399289
11;torus;1;1;4,4124;10;20,21617;0,1328007;-0,01286864;-0,05836338;-0,1185924;0,2381444
11;torus;1;1;4,426103;10;20,21617;0,159645;-0,04679561;-0,05847812;0,1409858;0,2407955
11;torus;1;1;4,440251;10;20,21617;0,2652639;0,02999902;0,2460048;-0,09458661;0,2348626
11;torus;1;1;4,454011;10;20,21617;0,2652639;0,02999902;0,2460048;-0,09458661;0,2375882
11;torus;1;1;4,468414;10;20,21617;0,1521642;-0,02487898;0,1358166;0,06394386;0,2376964
11;torus;1;1;4,481738;10;20,21617;0,2136405;0,02638698;0,2067864;-0,04674792;0,2356976
11;torus;1;1;4,49599;10;20,21617;0,2136405;0,02638698;0,2067864;-0,04674792;0,2356976
11;torus;1;1;4,509718;10;20,21617;0,09221711;0,02432466;0,07178187;-0,05253255;0,234451
11;torus;1;1;4,523767;10;20,21617;0,1136015;-0,02749562;0,04151762;0,1021057;0,235888
11;torus;1;1;4,537804;10;20,21617;0,1136015;-0,02749562;0,04151762;0,1021057;0,235888
11;torus;1;1;4,551533;10;20,21617;0,8397853;-0,006765127;0,7668763;0,3421903;0,2380586
11;torus;1;1;4,565655;10;20,21617;0,3430845;0,09096861;0,2530381;-0,2130806;0,2358645
11;torus;1;1;4,579466;10;20,21617;0,3430845;0,09096861;0,2530381;-0,2130806;0,2384758
11;torus;1;1;4,593135;10;20,21617;0,3706955;-0,04460216;-0,3679469;-0,006392598;0,2411551
11;torus;1;1;4,607164;10;20,21617;0,09856679;-0,03286004;-0,03551841;0,08587241;0,2373417
11;torus;1;1;4,621097;10;20,21617;0,09345134;-0,02874136;0,007353723;0,08861721;0,2390469
11;torus;1;1;4,635327;10;20,21617;0,09345134;-0,02874136;0,007353723;0,08861721;0,2404574
11;torus;1;1;4,648926;10;20,21617;0,3791404;0,05326867;0,3664896;-0,08121133;0,2372987
11;torus;1;1;4,663094;10;20,21617;0,1072115;0,01214743;0,1038745;-0,02359748;0,2393362
11;torus;1;1;4,676797;10;20,21617;0,1072115;0,01214743;0,1038745;-0,02359748;0,2393362
11;torus;1;1;4,690877;10;20,21617;0,1515867;-0,001198053;0,1515374;-0,003677607;0,2382954
11;torus;1;1;4,704728;10;20,21617;0,09729525;0,008171797;0,09429008;-0,02256036;0,2372486
11;torus;1;1;4,718872;10;20,21617;0,09729525;0,008171797;0,09429008;-0,02256036;0,2372486
11;torus;1;1;4,732735;10;20,21617;0,1175689;-0,02959371;0,07795841;0,08288026;0,2384403
11;torus;1;1;4,746468;10;20,21617;0,1218888;-0,0004708767;0,1207799;0,01639724;0,2380244
11;torus;1;1;4,76045;10;20,21617;0,2439662;0,04628301;0,2155051;-0,1045704;0,2346235
11;torus;1;1;4,774508;10;20,21617;0,2439662;0,04628301;0,2155051;-0,1045704;0,2346235
11;torus;1;1;4,788733;10;20,21617;0,6433065;0,1375914;0,5437061;-0,3151119;0,2252178
11;torus;1;1;4,802476;10;20,21617;0,2902013;0,07533431;0,187321;-0,2084523;0,2227519
11;torus;1;1;4,816221;10;20,21617;0,2902013;0,07533431;0,187321;-0,2084523;0,2252469
11;torus;1;1;4,830357;10;20,21617;0,3711713;0,09272099;0,2343833;-0,2724618;0,2184595
11;torus;1;1;4,84407;10;20,21617;0,0990604;-0,001561642;0,09426996;0,03039241;0,2185529
11;torus;1;1;4,858008;10;20,21617;0,0990604;-0,001561642;0,09426996;0,03039241;0,2185529
11;torus;1;1;4,871951;10;20,21617;0,4974284;0,06991029;0,4782379;-0,1176268;0,2137707
11;torus;1;1;4,886054;10;20,21617;0,05351302;0,00359416;0,05330592;-0,003033876;0,2188139
11;torus;1;1;4,899958;10;20,21617;0,05351302;0,00359416;0,05330592;-0,003033876;0,2188139
11;torus;1;1;4,9138;10;20,21617;0,4325412;0,09616234;0,3294485;-0,2632649;0,2118225
11;torus;1;1;4,927605;10;20,21617;0,2384582;0,04574554;0,2061203;-0,1108337;0,2085996
11;torus;1;1;4,941514;10;20,21617;0,3540752;0,05425103;0,3343649;-0,1030833;0,2105467
11;torus;1;1;4,955491;10;20,21617;0,3540752;0,05425103;0,3343649;-0,1030833;0,2105467
11;torus;1;1;4,969967;10;20,21617;0,6473743;0,05354665;0,644978;-0,01515298;0,2074163
11;torus;1;1;4,983212;10;20,21617;0,4110888;0,02573345;0,4099571;0,01633981;0,2116967
11;torus;1;1;4,997478;10;20,21617;0,4110888;0,02573345;0,4099571;0,01633981;0,2247775
11;torus;1;1;5,01108;10;20,21617;0,1526884;-0,02343625;0,1253564;0,08396586;0,2258549
11;torus;1;1;5,025404;10;20,21617;0,2019874;0,04597018;0,07580476;-0,1814918;0,2025556
11;torus;1;1;5,039121;10;20,21617;0,2019874;0,04597018;0,07580476;-0,1814918;0,2244236
11;torus;1;1;5,053123;10;20,21617;1,247475;0,2702734;-0,2668122;-1,188258;0,2032131
11;torus;1;1;5,067269;10;20,21617;0,6213941;0,1552927;0,2349504;-0,5539071;0,187952
11;torus;1;1;5,080998;10;20,21617;0,2972183;0,04911701;0,2670725;-0,1208244;0,178429
11;torus;1;1;5,094879;10;20,21617;0,2972183;0,04911701;0,2670725;-0,1208244;0,1690676
11;torus;1;1;5,108746;10;20,21617;0,7323527;0,002922804;0,7119294;0,1717218;0,1748384
11;torus;1;1;5,122601;10;20,21617;0,3055396;-0,0804313;-0,06410576;0,2877077;0,2016886
11;torus;1;1;5,137024;10;20,21617;0,3055396;-0,0804313;-0,06410576;0,2877077;0,1804129
11;torus;1;1;5,15048;10;20,21617;0,2652848;-0,07139891;0,1173296;0,2269625;0,1855505
11;torus;1;1;5,164752;10;20,21617;0,1954314;0,03880914;0,1275841;-0,1428621;0,1832161
11;torus;1;1;5,178448;10;20,21617;0,1954314;0,03880914;0,1275841;-0,1428621;0,1977367
11;torus;1;1;5,19275;10;20,21617;0,4440536;0,08398835;0,3029031;-0,3136547;0,1898682
11;torus;1;1;5,206457;10;20,21617;0,1994903;0,02756755;0,1619484;-0,1131774;0,1744687
11;torus;1;1;5,220236;10;20,21617;0,08109249;-0,004255971;0,08085413;0,004526357;0,17496
11;torus;1;1;5,234347;10;20,21617;0,08109249;-0,004255971;0,08085413;0,004526357;0,1728144
11;torus;1;1;5,248136;10;20,21617;0,2324097;-0,003571807;0,2322278;0,008469904;0,173921
11;torus;1;1;5,262254;10;20,21617;0,0617415;0,0002383389;0,05326124;-0,03122813;0,173563
11;torus;1;1;5,276012;10;20,21617;0,0617415;0,0002383389;0,05326124;-0,03122813;0,1797823
