participantNumber
13
repetitionNum
3
sdfEnabled
0
taskTime
51,5541
numHits
37
positionDifference
0,1436192
angleDifference
93,28045
finalPosX
-0,01300593
finalPosY
-0,1067996
finalPosZ
0,9068246
finalRotX
322,7759
finalRotY
270,7775
finalRotZ
66,82819
taskType
complexWire
velocityMagnitude
0,3379153
0,2062276
0,2062276
0,09658051
0,08694616
0,08694616
0,4522795
0,09249894
0,06668602
0,06668602
0,2461654
0,1107684
0,1107684
0,1977267
0,2776382
0,2776382
0,62209
0,1080283
0,1606498
0,1606498
0,6707553
0,3311055
0,3311055
0,6693021
0,351755
0,351755
0,7416738
0,3580938
0,2624713
0,2624713
0,2618344
0,08199845
0,08199845
0,5960533
0,2415871
0,2415871
0,4960516
0,2772737
0,2772737
0,04429631
0,08322822
0,1011616
0,1011616
0,06310261
0,03729595
0,03729595
0,04240407
0,07425679
0,07425679
0,4590579
0,3869396
0,3091619
0,3091619
0,2195264
0,0550681
0,0550681
0,04446251
0,06846171
0,06846171
0,09012387
0,08365056
0,07148997
0,07148997
0,3108578
0,1881857
0,1881857
0,4508654
0,22227
0,22227
0,4770188
0,2022666
0,2022666
0,2979603
0,1604159
0,1439798
0,1439798
0,1477016
0,1830513
0,1830513
0,4956948
0,4131235
0,4131235
0,6494685
0,2477297
0,4974684
0,4974684
1,01241
0,4553757
0,4553757
0,4786359
0,07417807
0,07417807
0,2189371
0,2336645
0,2336645
0,0715871
0,1723665
0,408906
0,408906
1,112738
0,5493166
0,5493166
1,4292
0,6969337
0,6969337
0,5117065
0,3486081
0,3025332
0,3025332
0,3822872
0,4601224
0,4601224
0,1396214
0,1444668
0,1444668
0,1512296
0,1177531
0,1638046
0,1638046
0,1523337
0,1262107
0,1262107
0,2401313
0,2075325
0,2075325
0,4464159
0,1632203
0,1632203
0,1656877
0,05641049
0,06873702
0,06873702
0,2497307
0,1572063
0,1572063
0,3988921
0,2194575
0,2194575
0,4075935
0,2496182
0,2082208
0,2082208
0,6851125
0,513643
0,513643
0,574037
0,07272483
0,07272483
0,1112781
0,03653595
0,03653595
0,2131008
0,1096812
0,1095502
0,1095502
0,1404337
0,02751505
0,02751505
0,1486409
0,1991371
0,1991371
0,3356855
0,0999587
0,08902614
0,08902614
0,1136983
0,1442613
0,1442613
0,4347751
0,1469353
0,1469353
0,02701488
0,04643809
0,04643809
0,3262184
0,1302726
0,08989359
0,08989359
0,08951767
0,02485473
0,02485473
0,01165916
0,04218458
0,04218458
0,1253047
0,02116322
0,03996443
0,03996443
0,1490102
0,03959241
0,03959241
0,05288253
0,04430497
0,04430497
0,0725445
0,02695471
0,02695471
0,2276914
0,2548606
0,2820692
0,2820692
0,6762478
0,136901
0,136901
0,5057376
0,6944568
0,6944568
0,8611863
0,3664006
0,2620069
0,2620069
0,5106302
0,1761681
0,1761681
0,2211598
0,1910173
0,1910173
0,1570762
0,3003801
0,5123829
0,5123829
0,6942058
0,5550105
0,5550105
1,300722
0,6483924
0,6483924
0,9649298
0,5408282
0,5408282
0,7870678
0,5927612
1,291064
1,291064
3,608556
0,5809251
0,5809251
1,040431
0,05845959
0,05845959
1,17744
1,3239
0,9971203
0,9971203
5,350166
2,226875
2,226875
1,039101
0,3498744
0,3498744
3,424157
1,623802
1,623802
0,8352463
2,16848
