ParticipantNumber;Task;SdfState;Repetition;TimeStamp;NumHits;TimeToCompleteTask;InstanteneousVelocityMag;InstanteneousVelocityX;InstanteneousVelocityY;InstanteneousVelocityZ;ClosestDistance
4;complexWire;0;3;7,113462;9;30,51762;0,5324214;0,03989935;0,5128496;0,1373529;0,9611714
4;complexWire;0;3;7,127272;9;30,51762;0,1930773;0,02562776;0,1567163;0,1098275;0,9591101
4;complexWire;0;3;7,141411;9;30,51762;0,3201124;0,05439743;0,2724093;0,1590788;0,9573088
4;complexWire;0;3;7,155108;9;30,51762;0,3201124;0,05439743;0,2724093;0,1590788;0,954861
4;complexWire;0;3;7,169076;9;30,51762;0,5019628;0,1112163;0,3105484;0,3783613;0,9503819
4;complexWire;0;3;7,182981;9;30,51762;0,2029771;0,05224748;0,04810132;0,1901478;0,9454783
4;complexWire;0;3;7,197309;9;30,51762;0,2029771;0,05224748;0,04810132;0,1901478;0,9427339
4;complexWire;0;3;7,210898;9;30,51762;0,3294809;0,06875964;0,1747746;0,2707094;0,9391679
4;complexWire;0;3;7,225001;9;30,51762;0,2920592;0,04184898;0,2704023;0,1021266;0,9360319
4;complexWire;0;3;7,238875;9;30,51762;0,2920592;0,04184898;0,2704023;0,1021266;0,9344025
4;complexWire;0;3;7,252856;9;30,51762;0,0649268;0,002625585;0,05316772;0,03717244;0,9337545
4;complexWire;0;3;7,266459;9;30,51762;0,1750738;0,03949404;0,07689856;0,1522422;0,9324651
4;complexWire;0;3;7,280447;9;30,51762;0,09702836;0,02159374;0,03043581;0,08956492;0,9303234
4;complexWire;0;3;7,294425;9;30,51762;0,09702836;0,02159374;0,03043581;0,08956492;0,9290591
4;complexWire;0;3;7,30868;9;30,51762;0,2421715;0,04656836;0,1126662;0,2092481;0,9267001
4;complexWire;0;3;7,322381;9;30,51762;0,07505969;0,01535192;0,02996456;0,06708503;0,9241206
4;complexWire;0;3;7,33637;9;30,51762;0,07505969;0,01535192;0,02996456;0,06708503;0,9231681
4;complexWire;0;3;7,350277;9;30,51762;0,3126711;0,04342794;0,2573185;0,1722336;0,9210297
4;complexWire;0;3;7,364273;9;30,51762;0,2724162;0,04124762;0,2272772;0,1444101;0,9185902
4;complexWire;0;3;7,378008;9;30,51762;0,2724162;0,04124762;0,2272772;0,1444101;0,9164854
4;complexWire;0;3;7,391928;9;30,51762;0,295142;0,05698036;0,1701929;0,2342999;0,9133272
4;complexWire;0;3;7,405903;9;30,51762;0,1355887;0,03105756;0,03310107;0,1277655;0,9106441
4;complexWire;0;3;7,41999;9;30,51762;0,1355887;0,03105756;0,03310107;0,1277655;0,9088444
4;complexWire;0;3;7,433942;9;30,51762;0,1066448;0,01499057;0,07435512;0,07496476;0,9077662
4;complexWire;0;3;7,447961;9;30,51762;0,1744398;0,02560206;0,1377652;0,1038969;0,9064389
4;complexWire;0;3;7,461516;9;30,51762;0,1187558;0,01836922;0,05686078;0,1026273;0,9049836
4;complexWire;0;3;7,47558;9;30,51762;0,1187558;0,01836922;0,05686078;0,1026273;0,903524
4;complexWire;0;3;7,48968;9;30,51762;0,1912913;0,02928153;0,1119782;0,1523018;0,9015674
4;complexWire;0;3;7,503567;9;30,51762;0,08820146;0,01741555;0,01407256;0,08531213;0,8996686
4;complexWire;0;3;7,517258;9;30,51762;0,08820146;0,01741555;0,01407256;0,08531213;0,8985054
4;complexWire;0;3;7,531298;9;30,51762;0,1126634;0,01785271;-0,05018273;0,0992775;0,8971785
