ParticipantNumber;Task;SdfState;Repetition;TimeStamp;NumHits;TimeToCompleteTask;InstanteneousVelocityMag;InstanteneousVelocityX;InstanteneousVelocityY;InstanteneousVelocityZ;ClosestDistance
12;complexWire;0;4;3,921267;61;38,00848;0,3686359;0,05118353;0,3199464;0,1758039;0,9636078
12;complexWire;0;4;3,93503;61;38,00848;0,3686359;0,05118353;0,3199464;0,1758039;0,9610249
12;complexWire;0;4;3,949336;61;38,00848;0,2910593;0,1137131;0,08102395;0,2553821;0,9577205
12;complexWire;0;4;3,963205;61;38,00848;0,1498082;-0,02719723;0,1466861;-0,01363754;0,9550317
12;complexWire;0;4;3,977117;61;38,00848;0,1498082;-0,02719723;0,1466861;-0,01363754;0,9551371
12;complexWire;0;4;3,990712;61;38,00848;0,2010579;0,08646194;-0,04554205;0,1757115;0,9533277
12;complexWire;0;4;4,004793;61;38,00848;0,1857392;0,06427523;-0,1425093;0,1002938;0,9512957
12;complexWire;0;4;4,018736;61;38,00848;0,1857392;0,06427523;-0,1425093;0,1002938;0,9500048
12;complexWire;0;4;4,032725;61;38,00848;0,06245261;-0,001716428;-0,0618808;-0,008255243;0,9500231
12;complexWire;0;4;4,046764;61;38,00848;0,00599453;-0,0002264977;-0,001174212;0,005874038;0,9500612
12;complexWire;0;4;4,060843;61;38,00848;0,06380669;0,02086163;0,02447292;0,05511045;0,9499375
12;complexWire;0;4;4,074423;61;38,00848;0,06380669;0,02086163;0,02447292;0,05511045;0,9491873
12;complexWire;0;4;4,088689;61;38,00848;0,3289201;0,132823;0,07727817;0,290817;0,9463728
12;complexWire;0;4;4,10271;61;38,00848;0,10111;-0,0348052;0,07482953;-0,05841553;0,9432597
12;complexWire;0;4;4,116099;61;38,00848;0,10111;-0,0348052;0,07482953;-0,05841553;0,9439855
12;complexWire;0;4;4,1303;61;38,00848;0,3713881;-0,06301813;0,3641844;-0,03643632;0,9444178
12;complexWire;0;4;4,144281;61;38,00848;0,209933;0,0267528;0,1840159;0,09743869;0,9442052
12;complexWire;0;4;4,157968;61;38,00848;0,209933;0,0267528;0,1840159;0,09743869;0,942821
12;complexWire;0;4;4,172288;61;38,00848;0,4674498;0,04333239;0,4241673;0,1916081;0,9401693
12;complexWire;0;4;4,185858;61;38,00848;0,05984257;0,01497753;0,04126327;0,04067123;0,9384099
12;complexWire;0;4;4,200099;61;38,00848;0,06306653;0,02486706;0,01217797;0,05666316;0,9378288
12;complexWire;0;4;4,2137;61;38,00848;0,06306653;0,02486706;0,01217797;0,05666316;0,9370697
12;complexWire;0;4;4,227611;61;38,00848;0,1984835;0,08724071;-0,03883913;0,1740009;0,9354276
12;complexWire;0;4;4,24181;61;38,00848;0,04497344;0,0192713;-0,003404683;0,04049242;0,9332565
12;complexWire;0;4;4,255835;61;38,00848;0,04497344;0,0192713;-0,003404683;0,04049242;0,9327015
12;complexWire;0;4;4,269528;61;38,00848;0,0566862;0,0003099442;0,04594997;0,03319383;0,9322137
12;complexWire;0;4;4,283538;61;38,00848;0,1175739;-0,008368492;0,1151629;0,02216101;0,9317736
